title,category,price,description,colour,url,img_url
Nike Sportswear Phoenix Fleece,Women's High-Waisted Oversized Tracksuit Bottoms,"Rp849,000","Rise up and transform your fleece wardrobe with strong cosy vibes. These oversized Phoenix Fleece joggers have extra room in the legs for a fit that's comfy and relaxed. The taller ribbed waistline sits higher on your hips for a stay-put, snug feel and a bold look.",Black/Sail,https://www.nike.com/id/t/sportswear-phoenix-fleece-high-waisted-oversized-tracksuit-bottoms-xBczt0/DQ5888-010,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/5d197500-4ede-4a9d-aab9-d9b94f960fa1/sportswear-phoenix-fleece-high-waisted-oversized-tracksuit-bottoms-xBczt0.png"
Nike Pro,Women's Mid-Rise 7/8 Graphic Leggings,"Rp709,000","Train like a pro in these super-stretchy leggings. Powered by moisture-wicking technology, they work hard to keep you dry and comfortable while you push through the intensity of your toughest workouts.",Black/Iron Grey,https://www.nike.com/id/t/pro-mid-rise-7-8-graphic-leggings-1J6VTb/FB5489-010,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/5d275577-6848-43dd-8ed5-2fb63875ee2a/pro-mid-rise-7-8-graphic-leggings-1J6VTb.png"
Nike Dri-FIT One Luxe Icon Clash,Women's Training Tank,"Rp458,000","From puff pants to loud prints, the '90s were a time for wild and fun experiments in fashion and culture. This was the decade that started the solo journey of the iconic Swoosh logo. Pay homage to history while stepping forwards into the future of athletics in the Nike Dri-FIT One Luxe Icon Clash Training Tank. Buttery-soft, sweat-wicking fabric and racerback straps help keep you cool as you play hard. With the Swoosh logo emblazoned on your chest and an out-of-the-box print, you'll feel confident—no matter what. This product is made from at least 75% recycled polyester fibres.",Laser Blue/Worn Blue/Madder Root,https://www.nike.com/id/t/dri-fit-one-luxe-icon-clash-training-tank-CxVGPK/DM7646-446,https://static.nike.com/a/images/t_PDP_144_v1/f_auto/9071c814-625d-4f22-b2e4-ba579e0a9c35/dri-fit-one-luxe-icon-clash-training-tank-CxVGPK.png
Nike Dunk High x SOULGOODS,Men's Shoes,"Rp2,149,000","Partnering with Beijing-based brand SOULGOODS, we're bringing you a ""What If?"" pack that looks at the icon through mainland China's basketball community from the past three decades. The big question: what would Chinese state basketball shoes have looked like in the 1990s? For this release, we've chosen a classic pair of Dunks to showcase China's thriving music scene. The olive and black tones paired with a stacked Swoosh are inspired by local rock album covers, while the butter-like leather and embroidered tiger take cues from East Coast hip-hop musicians. It's safe to say the Dunk High x SOULGOODS proves no details are overlooked.",Medium Olive/Black/Multi-Colour,https://www.nike.com/id/t/dunk-high-soulgoods-shoes-XSnHjM/DR1415-200,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/4aaf8bf7-40d7-4ed5-a103-144bbda7b1df/dunk-high-soulgoods-shoes-XSnHjM.png"
Nike Victori One Osaka,Women's Slides,"Rp539,000","From the beach to the stands, the Nike Victori One perfects a classic must-have for sunny days. Lightweight and easy to wear (or pack for your holiday), the soft, responsive foam makes lounging easy. This special print, inspired by Japanese cherry blossoms, brings spring into full bloom.",Black/Mineral Teal/Hot Punch/Barely Volt,https://www.nike.com/id/t/victori-one-osaka-slides-ZRMDtT/FJ6767-001,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/aac9fa17-dc2b-4bbe-b822-7e274e9ced1a/victori-one-osaka-slides-ZRMDtT.png"
Nike Revolution 6 Next Nature Premium,Women's Road Running Shoes,"Rp1,069,000","Set the pace at the start of your running journey with the plush feel of the Nike Revolution 6 Next Nature Premium. We know comfort is key to a successful run, so we made sure your steps are cushioned and flexible for a soft ride. This neutral road runner is an evolution of a favourite, with a breathable design. The watercolour-like graphic with floral pastels and subtle pinks and greens captures the vibe of the summer season.",Pearl Pink/White/Pink Bloom/Coral Chalk,https://www.nike.com/id/t/revolution-6-next-nature-road-running-shoes-g0Nhm2/DV7893-600,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/753203fe-b50b-4e1b-a891-0eecb372eef9/revolution-6-next-nature-road-running-shoes-g0Nhm2.png"
Jordan Artist Series by Parker Duncan,Women's Hoodie,"Rp768,000","Parker Duncan uses oil paint and pastels to create vivid, multifaceted portraits infused with their unique point of view. This inventive take on the classic hoodie features a bold all-over print in Duncan's inimitable style. Made from mid-weight fleece in a roomy fit, this is truly a wearable masterpiece.",Palomino,https://www.nike.com/id/t/jordan-artist-series-by-parker-duncan-hoodie-hwPhKF/DX0387-274,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/0a2e469c-993e-4a97-8967-6350d161c5c1/jordan-artist-series-by-parker-duncan-hoodie-hwPhKF.png"
Nike Sportswear Essential,Women's Short-sleeve Polo Top,"Rp569,000","With soft cotton jersey fabric, this polo will never rub you the wrong way. Its slim, body-skimming fit keeps your look clean and crisp, no matter how you style it.",Spring Green/White,https://www.nike.com/id/t/sportswear-essential-short-sleeve-polo-top-VQF6ZT/DV7885-363,https://static.nike.com/a/images/t_PDP_144_v1/f_auto/ad260b90-c6be-4951-beb1-292d656f3b5a/sportswear-essential-short-sleeve-polo-top-VQF6ZT.png
Nike Pegasus 40 Premium,Women's Road Running Shoes,"Rp2,199,000","A springy ride for any run, the Peg's familiar, just-for-you feel returns to help you accomplish your goals. This version has the same responsiveness and neutral support you love but with improved comfort in those sensitive areas of your foot, like the arch and toes. Whether you're logging long marathon miles, squeezing in a speed session before the sun goes down or hopping into a spontaneous group jaunt, it's still the established road runner you can put your faith in, day after day, run after run. This special watercolour-like print, with floral pastels and subtle pinks and greens, captures the vibe of the summer season.",Pearl Pink/Coral Chalk/White/Midnight Navy,https://www.nike.com/id/t/pegasus-40-road-running-shoes-4ZGSBc/DV7890-600,https://static.nike.com/nike-prod-cld/images/t_PDP_144_v1/f_auto/static/en_gb-DYO/DYO.png
Nike Dunk Low Disrupt 2,Women's Shoes,"Rp1,729,000","Re-imagining the hoops icon through a lens of self-expression, the Dunk Low Disrupt 2 bridges tried-and-tested style with a customisable design. Double eyestays pair with an offset bottom eyelet (and an extra set of laces) for a unique twist that lets you personalise your look, while its playful layering and rich textures energise every step.",Black/White/Pure Platinum,https://www.nike.com/id/t/dunk-low-disrupt-2-shoes-rmbZnK/DV4024-002,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/5129712e-8ab5-494e-942f-8efb0bd19730/dunk-low-disrupt-2-shoes-rmbZnK.png"
Nike Zoom SuperRep 4 Next Nature,Women's Workout Shoes,"Rp2,099,000","The quad-burning box jumps that bring your ""why"" into focus. The sweat-soaked super-sets that leave you bent over double. This is what you live for: the struggle, the moment of truth, the breakthrough, the transformation. Designed for quick bursts of force, heart-thumping tempo changes and fast-paced workouts, this shoe helps push you to fresh HIIT heights.",Jade Ice/Mineral/Black/White,https://www.nike.com/id/t/zoom-superrep-4-next-nature-workout-shoes-vL8WXL/DO9837-300,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/07e5169b-fc5f-41c5-8528-b9d49309f055/zoom-superrep-4-next-nature-workout-shoes-vL8WXL.png"
NikeCourt Legacy Canvas Mid,Women's Shoe,"Rp799,000","Honouring its history rooted in tennis culture, the NikeCourt Legacy Canvas Mid lifts the classic to new heights.It's made from durable canvas, heritage stitching and has a large Swoosh on the side to help freshen up the rotation.The padded collar feels great and adds an extra layer of comfort.",White/Team Orange/Black,https://www.nike.com/id/t/nikecourt-legacy-canvas-mid-shoe-SQtSvg/DD0161-100,https://static.nike.com/a/images/t_PDP_144_v1/f_auto/0ca66e0c-e70c-401c-8276-5030db1faac9/nikecourt-legacy-canvas-mid-shoe-SQtSvg.png
Nike Zegama,Men's Trail-Running Shoes,"Rp2,329,000","Navigate the up and downs of uncompromising terrain with the Nike Zegama. Developed with great grip and stability, it has you covered, so you can keep climbing and reach greater personal heights when the going gets grimy and gritty. Whether it's a challenging, rocky landscape going uphill or a steep, slick decline down a treacherous trail, feel confident when you decide to off-road it.",Black/White,https://www.nike.com/id/t/zegama-trail-running-shoes-LhRsM7/DH0623-001,https://static.nike.com/a/images/t_PDP_144_v1/f_auto/98b7a866-011e-45a1-88be-c90888f27c16/zegama-trail-running-shoes-LhRsM7.png
Air Jordan 1 Low OG,Women's Shoe,"Rp2,199,000",Step into greatness with the Air Jordan 1 Low OG.Updated colour and texture gives the all-time favourite a fresh identity while staying true to the original design.,Black/Tech Grey/White/Muslin,https://www.nike.com/id/t/air-jordan-1-low-og-shoe-6rSxZv/CZ0775-001,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/24ea91f4-1dce-483a-bf68-27b25abc33dc/air-jordan-1-low-og-shoe-6rSxZv.png"
NikeCourt Legacy,Women's Mules,"Rp749,000","Honouring a history rooted in tennis culture, the NikeCourt Legacy Mule reinvents a classic with an easy-on design and comfy foam insole.Made from durable canvas and featuring heritage stitching and retro Swoosh design, it lets you blend sport and fashion.",Phantom/White/Black/White Onyx,https://www.nike.com/id/t/nikecourt-legacy-mules-KL9hwr/DB3970-002,https://static.nike.com/a/images/t_PDP_144_v1/f_auto/31c83abc-0e8b-4aa2-ab8d-1a5b3d306ec0/nikecourt-legacy-mules-KL9hwr.png
Nike Air Max 1 Premium,Women's Shoes,"Rp2,489,000","We saw how you all voted in our ""CO.JP Tournament"" and decided to make an Air Max 1 that combines elements from the top 8 winning shoes. Yes, it sounds messy but we think the result is pretty pristine. You can probably tell where the colourways came from. And we bet you can easily place the crocodile texture, as well as that snake print in the Swoosh. What about the other winners—can you tell how we worked them in?",Midnight Navy/Natural/Varsity Maize,https://www.nike.com/id/t/air-max-1-shoes-Z3rzKK/FJ5479-410,https://static.nike.com/nike-prod-cld/images/t_PDP_144_v1/f_auto/static/en_gb-DYO/DYO.png
Nike Offcourt,Men's Slides,"Rp529,000","These slides are designed to help you relax and recharge. Innovative dual-layered foam underfoot pairs with a plush strap to bring the comfort, while the iconic AF-1 pivot circle pattern on the outsole and block-letter branding casually nod to heritage hoops. What are you waiting for? Get lounging.",Dark Grey/White/Black,https://www.nike.com/id/t/offcourt-slides-ZBxx9j/BQ4639-001,https://static.nike.com/a/images/t_PDP_144_v1/f_auto/0aba4cab-a6dc-466f-926d-3200502137c7/offcourt-slides-ZBxx9j.png
Nike Pegasus Turbo,Men's Road Running Shoes,"Rp2,329,000","Let this esteemed stallion help you log the hard miles. Complete with lighter, responsive, repurposed foam and a feather upper, this motley-coloured mare is made to help you increase tempo without sacrificing comfort as you push towards a personal best. This immortal is responsibly constructed with at least 50% recycled material by weight, while maintaining its tried-and-tested everyday ethos.",Racer Blue/Black/Sundial/High Voltage,https://www.nike.com/id/t/pegasus-turbo-road-running-shoes-MSSVMK/DM3413-401,https://static.nike.com/a/images/t_PDP_144_v1/f_auto/178a5bbf-9a9c-4d7d-9c9d-9735ac4fd555/pegasus-turbo-road-running-shoes-MSSVMK.png
Nike Invincible 3 By You,Custom Men's Road Running Shoes,"Rp3,269,000","The Invincible Run 3 sports a slab of thick cushioning to help you stay on your feet today, tomorrow and beyond. It's super-springy and bouncy, so that you can propel down your preferred path and come back for your next run feeling ready and reinvigorated. Once you hand-pick your personal touches from the upper to the midsole, you'll look as unbeatable as you feel on your feet.",Light Cream/Plum Eclipse,https://www.nike.com/id/u/nike-invincible-run-3-by-you-custom-shoes-10001505/5652585846,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/b10e0c07-9dab-4f47-aa7d-0cb64f435491/nike-invincible-run-3-by-you-custom-shoes.png"
Nike Court Vision Mid Next Nature,Men's Shoes,"Rp1,099,000",In love with the classic look of '80s basketball but have a thing for the fast-paced culture of today's game?Meet the Nike Court Vision Mid.A classic remixed with at least 20% recycled materials by weight.We replaced leather with recycled and synthetic materials that keeps the soul of the original style.Its crisp upper and stitched overlays stays true to its origins.The plush collar keeps it sleek and comfortable for your world.,White/White/Black,https://www.nike.com/id/t/court-vision-mid-next-nature-shoes-VKCWFj/DN3577-101,https://static.nike.com/a/images/t_PDP_144_v1/f_auto/a4b9a6fb-fbc5-485b-ae0b-f1263d3df85a/court-vision-mid-next-nature-shoes-VKCWFj.png
Nike Winflo 9,Men's Road Running Shoes,"Rp1,449,000","The Winflo 9 gives you the support you need to match your speed. It has a secure fit that keeps your foot in place as the miles go by. We added plenty of foam through the midsole, giving you extra pep to every step. Lace up, lock in, win your goals.",Black/Ashen Slate/White,https://www.nike.com/id/t/wio-9-road-running-shoes-185Kr9/DD6203-008,https://static.nike.com/a/images/t_PDP_144_v1/f_auto/d52a27cd-3329-4718-bdc6-5415b96c1505/wio-9-road-running-shoes-185Kr9.png
Nike Victory Pro 3,Men's Golf Shoe (Wide),"Rp1,618,000","Made for your triumphant marches down the fairway after striping that drive and your surprisingly fresh legs when it's time to take off the hats, these shoes have an updated design that maintains those true old-school stylings with even more pop, comfort and traction. It's perfect for a post-work bucket of balls or the foot-wedger hoping to blend in with the group while getting a little closer to the hole.",White/Black,https://www.nike.com/id/t/victory-pro-3-golf-shoes-ZhwcJ8/DX9028-110,https://static.nike.com/a/images/t_PDP_144_v1/f_auto/b33c1434-2e15-446b-b420-fc28098c6184/victory-pro-3-golf-shoes-ZhwcJ8.png
Zion 2 'Full Moon' PF,Basketball Shoes,"Rp2,199,000","Zion loves the city of New Orleans. After all, it's where he got his start as a pro baller—and where he continues to shine. Celebrate his journey with this edition of the Zion 2, inspired by the moon's biggest and brightest phase. Canvas and hemp come together, representing abundance and hard work coming to fruition. Of course, it's also stacked with the court-ready features you know and love. Get ready for your own transformation, in the light of the Zion 2 'Full Moon'.",Celestial Gold/Citron Tint/Alabaster/Topaz Gold,https://www.nike.com/id/t/zion-2-full-moon-pf-basketball-shoes-fTg9sH/FJ2956-200,"https://static.nike.com/a/images/t_PDP_1280_v1/f_auto,q_auto:eco/86f0b37c-0c3e-4a12-afab-fca5c17ff1b2/zion-2-full-moon-pf-basketball-shoes-fTg9sH.png"
Nike E-Series AD,Men's Shoes,"Rp1,149,000","Everyday comfort gets a modern look. The E-Series AD was designed with ease of entry in mind, which will have you reaching for them day after day. Breathable mesh and cushiony foam strike the perfect balance between comfort and support, from that first step to wherever the day takes you.",Sail/Phantom/Black,https://www.nike.com/id/t/e-series-ad-shoes-hLR5pR/DV2436-100,https://static.nike.com/a/images/t_PDP_144_v1/f_auto/a2b60d22-92b3-4b6f-b402-a0df7ecc0155/e-series-ad-shoes-hLR5pR.png
